"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"1504","O-BFS-15-25",2025,"PIPL","Kearney Broadfoot South",2025-06-20,2025-06-26,6,NA,NA,0,NA,"0"
"1505","O-BFS-16-13",2013,"LETE","Kearney Broadfoot South",2013-06-11,2013-07-08,27,"Unknown Outcome",NA,0,NA,"0"
"1506","O-BFS-16-14",2014,"LETE","Kearney Broadfoot South",2014-07-10,2014-08-08,29,"Fledged",2,2,0,"0"
"1507","O-BFS-16-17",2017,"PIPL","Kearney Broadfoot South",2017-06-12,2017-07-17,35,"Failed-Unknown",3,0,1,"0"
"1508","O-BFS-16-18",2018,"LETE","Kearney Broadfoot South",2018-06-14,2018-06-26,12,NA,NA,0,NA,"0"
"1509","O-BFS-16-19",2019,"LETE","Kearney Broadfoot South",2019-05-28,2019-06-17,20,"Unknown Outcome",NA,0,NA,"0"
"1510","O-BFS-16-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-07-10,39,"Failed-Unknown",1,0,1,"0"
"1511","O-BFS-16-21",2021,"LETE","Kearney Broadfoot South",2021-06-04,2021-07-12,38,"Failed-Unknown",3,0,1,"0"
"1512","O-BFS-16-22",2022,"LETE","Kearney Broadfoot South",2022-06-03,2022-06-17,14,NA,NA,0,NA,"0"
"1513","O-BFS-16-23",2023,"PIPL","Kearney Broadfoot South",2023-06-05,2023-07-05,30,NA,NA,0,NA,"0"
"1514","O-BFS-16-24",2024,"PIPL","Kearney Broadfoot South",2024-06-06,2024-07-11,35,"Fledged",3,1,0.666666666666667,"0"
"1515","O-BFS-16-25",2025,"PIPL","Kearney Broadfoot South",2025-06-20,2025-06-26,6,NA,NA,0,NA,"0"
"1516","O-BFS-17-13",2013,"LETE","Kearney Broadfoot South",2013-06-11,2013-07-23,42,"Fledged",3,3,0,"0"
"1517","O-BFS-17-14",2014,"PIPL","Kearney Broadfoot South",2014-06-18,2014-07-22,34,NA,NA,0,NA,"0"
"1518","O-BFS-17-16",2016,"LETE","Kearney Broadfoot South",2016-06-07,2016-07-26,49,"Fledged",2,2,0,"0"
"1519","O-BFS-17-17",2017,"LETE","Kearney Broadfoot South",2017-06-12,2017-07-17,35,"Failed-Unknown",1,0,1,"0"
"1520","O-BFS-17-18",2018,"LETE","Kearney Broadfoot South",2018-06-14,2018-07-12,28,"Failed-Unknown",1,0,1,"0"
"1521","O-BFS-17-19",2019,"LETE","Kearney Broadfoot South",2019-05-28,2019-06-21,24,"Unknown Outcome",NA,0,NA,"0"
"1522","O-BFS-17-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-07-02,31,"Failed-Unknown",1,0,1,"0"
"1523","O-BFS-17-21",2021,"LETE","Kearney Broadfoot South",2021-05-27,2021-06-12,16,NA,NA,0,NA,"0"
"1524","O-BFS-17-22",2022,"LETE","Kearney Broadfoot South",2022-06-03,2022-07-18,45,"Fledged",2,1,0.5,"0"
"1525","O-BFS-17-23",2023,"LETE","Kearney Broadfoot South",2023-06-05,2023-07-11,36,"Failed-Unknown",3,0,1,"0"
"1526","O-BFS-17-24",2024,"PIPL","Kearney Broadfoot South",2024-06-10,2024-06-24,14,NA,NA,0,NA,"0"
"1527","O-BFS-17-25",2025,"LETE","Kearney Broadfoot South",2025-06-23,2025-06-26,3,NA,NA,0,NA,"0"
"1528","O-BFS-18-16",2016,"LETE","Kearney Broadfoot South",2016-06-07,2016-06-17,10,NA,NA,0,NA,"0"
"1529","O-BFS-18-17",2017,"LETE","Kearney Broadfoot South",2017-06-12,2017-06-19,7,NA,NA,0,NA,"0"
"1530","O-BFS-18-18",2018,"LETE","Kearney Broadfoot South",2018-06-18,2018-07-16,28,"Failed-Unknown",1,0,1,"0"
"1531","O-BFS-18-19",2019,"LETE","Kearney Broadfoot South",2019-05-28,2019-06-17,20,"Unknown Outcome",NA,0,NA,"0"
"1532","O-BFS-18-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-06-23,22,"Unknown Outcome",NA,0,NA,"0"
"1533","O-BFS-18-21",2021,"PIPL","Kearney Broadfoot South",2021-06-10,2021-06-13,3,NA,NA,0,NA,"0"
"1534","O-BFS-18-22",2022,"LETE","Kearney Broadfoot South",2022-06-03,2022-07-21,48,"Fledged",3,2,0.333333333333333,"0"
"1535","O-BFS-18-23",2023,"LETE","Kearney Broadfoot South",2023-06-05,2023-07-07,32,"Fledged",3,1,0.666666666666667,"0"
"1536","O-BFS-18-24",2024,"LETE","Kearney Broadfoot South",2024-06-18,2024-07-29,41,"Fledged",1,1,0,"0"
"1537","O-BFS-19-16",2016,"PIPL","Kearney Broadfoot South",2016-06-09,2016-07-05,26,"Failed-Unknown",4,0,1,"0"
"1538","O-BFS-19-17",2017,"LETE","Kearney Broadfoot South",2017-06-12,2017-07-06,24,NA,NA,0,NA,"0"
"1539","O-BFS-19-18",2018,"LETE","Kearney Broadfoot South",2018-06-18,2018-07-23,35,"Fledged",1,1,0,"0"
"1540","O-BFS-19-19",2019,"LETE","Kearney Broadfoot South",2019-05-28,2019-06-14,17,NA,NA,0,NA,"0"
"1541","O-BFS-19-20",2020,"PIPL","Kearney Broadfoot South",2020-06-01,2020-07-17,46,"Fledged",1,1,0,"0"
"1542","O-BFS-19-21",2021,"LETE","Kearney Broadfoot South",2021-06-10,2021-06-29,19,NA,NA,0,NA,"0"
"1543","O-BFS-19-22",2022,"PIPL","Kearney Broadfoot South",2022-06-10,2022-07-07,27,NA,NA,0,NA,"0"
"1544","O-BFS-19-23",2023,"LETE","Kearney Broadfoot South",2023-06-08,2023-07-14,36,"Fledged",2,2,0,"0"
"1545","O-BFS-19-24",2024,"LETE","Kearney Broadfoot South",2024-06-18,2024-06-24,6,NA,NA,0,NA,"0"
"1546","O-BFS-20-13",2013,"LETE","Kearney Broadfoot South",2013-07-04,2013-07-30,26,"Unknown Outcome",NA,0,NA,"0"
"1547","O-BFS-20-16",2016,"LETE","Kearney Broadfoot South",2016-06-09,2016-07-18,39,"Fledged",2,2,0,"0"
"1548","O-BFS-20-17",2017,"LETE","Kearney Broadfoot South",2017-06-12,2017-07-13,31,"Failed-Unknown",1,0,1,"0"
"1549","O-BFS-20-18",2018,"LETE","Kearney Broadfoot South",2018-06-18,2018-07-26,38,"Failed-Unknown",1,0,1,"0"
"1550","O-BFS-20-19",2019,"PIPL","Kearney Broadfoot South",2019-05-31,2019-06-21,21,NA,NA,0,NA,"0"
"1551","O-BFS-20-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-07-10,39,"Failed-Unknown",1,0,1,"0"
"1552","O-BFS-20-21",2021,"LETE","Kearney Broadfoot South",2021-06-07,2021-06-14,7,NA,NA,0,NA,"0"
"1553","O-BFS-20-22",2022,"LETE","Kearney Broadfoot South",2022-06-10,2022-06-17,7,NA,NA,0,NA,"0"
"1554","O-BFS-20-23",2023,"LETE","Kearney Broadfoot South",2023-06-12,2023-06-19,7,NA,NA,0,NA,"0"
"1555","O-BFS-20-24",2024,"LETE","Kearney Broadfoot South",2024-06-18,2024-06-24,6,NA,NA,0,NA,"0"
"1556","O-BFS-21-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-07-28,33,"Unknown Outcome",2,0,1,"0"
"1557","O-BFS-21-16",2016,"LETE","Kearney Broadfoot South",2016-06-09,2016-07-05,26,"Unknown Outcome",NA,0,NA,"0"
"1558","O-BFS-21-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-07-27,41,"Fledged",1,0,1,"0"
"1559","O-BFS-21-18",2018,"LETE","Kearney Broadfoot South",2018-06-18,2018-07-20,32,NA,NA,0,NA,"0"
"1560","O-BFS-21-19",2019,"PIPL","Kearney Broadfoot South",2019-05-31,2019-07-15,45,"Failed-Unknown",2,0,1,"0"
"1561","O-BFS-21-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-06-12,11,NA,NA,0,NA,"0"
"1562","O-BFS-21-21",2021,"LETE","Kearney Broadfoot South",2021-06-10,2021-07-06,26,NA,NA,0,NA,"0"
"1563","O-BFS-21-22",2022,"LETE","Kearney Broadfoot South",2022-06-17,2022-07-29,42,"Fledged",2,2,0,"0"
"1564","O-BFS-21-23",2023,"LETE","Kearney Broadfoot South",2023-06-12,2023-07-11,29,"Failed-Unknown",3,0,1,"0"
"1565","O-BFS-21-24",2024,"LETE","Kearney Broadfoot South",2024-06-24,2024-07-03,9,NA,NA,0,NA,"0"
"1566","O-BFS-22-13",2013,"LETE","Kearney Broadfoot South",2013-07-16,2013-08-07,22,"Unknown Outcome",NA,0,NA,"0"
"1567","O-BFS-22-16",2016,"LETE","Kearney Broadfoot South",2016-06-21,2016-08-01,41,"Fledged",2,2,0,"0"
"1568","O-BFS-22-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-07-17,31,"Failed-Unknown",1,0,1,"0"
"1569","O-BFS-22-18",2018,"LETE","Kearney Broadfoot South",2018-06-20,2018-07-26,36,"Failed-Unknown",1,0,1,"0"
"1570","O-BFS-22-19",2019,"LETE","Kearney Broadfoot South",2019-05-31,2019-06-17,17,NA,NA,0,NA,"0"
"1571","O-BFS-22-20",2020,"LETE","Kearney Broadfoot South",2020-06-01,2020-07-17,46,"Fledged",2,2,0,"0"
"1572","O-BFS-22-21",2021,"LETE","Kearney Broadfoot South",2021-06-10,2021-06-28,18,NA,NA,0,NA,"0"
"1573","O-BFS-22-22",2022,"LETE","Kearney Broadfoot South",2022-06-13,2022-07-18,35,"Fledged",1,1,0,"0"
"1574","O-BFS-22-23",2023,"LETE","Kearney Broadfoot South",2023-06-16,2023-06-29,13,NA,NA,0,NA,"0"
"1575","O-BFS-22-24",2024,"LETE","Kearney Broadfoot South",2024-06-24,2024-07-03,9,NA,NA,0,NA,"0"
"1576","O-BFS-23-13",2013,"LETE","Kearney Broadfoot South",2013-07-18,2013-08-01,14,"Unknown Outcome",NA,0,NA,"0"
"1577","O-BFS-23-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-07-28,33,"Unknown Outcome",NA,0,NA,"0"
"1578","O-BFS-23-16",2016,"LETE","Kearney Broadfoot South",2016-06-24,2016-07-26,32,"Fledged",2,2,0,"0"
"1579","O-BFS-23-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-06-26,10,NA,NA,0,NA,"0"
"1580","O-BFS-23-18",2018,"LETE","Kearney Broadfoot South",2018-06-20,2018-07-26,36,"Failed-Unknown",1,0,1,"0"
"1581","O-BFS-23-19",2019,"LETE","Kearney Broadfoot South",2019-05-31,2019-06-17,17,NA,NA,0,NA,"0"
"1582","O-BFS-23-20",2020,"LETE","Kearney Broadfoot South",2020-06-12,2020-06-23,11,NA,NA,0,NA,"0"
"1583","O-BFS-23-21",2021,"LETE","Kearney Broadfoot South",2021-06-07,2021-06-21,14,NA,NA,0,NA,"0"
"1584","O-BFS-23-22",2022,"LETE","Kearney Broadfoot South",2022-06-21,2022-07-29,38,NA,NA,0,NA,"0"
"1585","O-BFS-23-23",2023,"LETE","Kearney Broadfoot South",2023-06-26,2023-07-14,18,NA,NA,0,NA,"0"
"1586","O-BFS-23-24",2024,"LETE","Kearney Broadfoot South",2024-06-27,2024-08-05,39,"Fledged",1,1,0,"0"
"1587","O-BFS-24-13",2013,"LETE","Kearney Broadfoot South",2013-07-18,2013-07-30,12,"Unknown Outcome",NA,0,NA,"0"
"1588","O-BFS-24-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-07-30,35,"Unknown Outcome",2,0,1,"0"
"1589","O-BFS-24-16",2016,"LETE","Kearney Broadfoot South",2016-06-24,2016-07-12,18,"Unknown Outcome",NA,0,NA,"0"
"1590","O-BFS-24-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-07-17,31,"Failed-Unknown",3,0,1,"0"
"1591","O-BFS-24-18",2018,"LETE","Kearney Broadfoot South",2018-06-20,2018-07-26,36,"Failed-Unknown",1,0,1,"0"
"1592","O-BFS-24-19",2019,"LETE","Kearney Broadfoot South",2019-05-31,2019-06-14,14,NA,NA,0,NA,"0"
"1593","O-BFS-24-20",2020,"LETE","Kearney Broadfoot South",2020-06-10,2020-07-10,30,"Failed-Unknown",1,0,1,"0"
"1594","O-BFS-24-21",2021,"LETE","Kearney Broadfoot South",2021-06-07,2021-07-12,35,"Failed-Unknown",1,0,1,"0"
"1595","O-BFS-24-22",2022,"PIPL","Kearney Broadfoot South",2022-07-01,2022-07-07,6,NA,NA,0,NA,"0"
"1596","O-BFS-24-23",2023,"LETE","Kearney Broadfoot South",2023-07-07,2023-07-24,17,NA,NA,0,NA,"0"
"1597","O-BFS-24-24",2024,"LETE","Kearney Broadfoot South",2024-06-27,2024-07-03,6,NA,NA,0,NA,"0"
"1598","O-BFS-25-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-07-13,18,"Unknown Outcome",NA,0,NA,"0"
"1599","O-BFS-25-16",2016,"PIPL","Kearney Broadfoot South",2016-06-24,2016-07-08,14,"Unknown Outcome",NA,0,NA,"0"
"1600","O-BFS-25-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-07-20,34,"Failed-Unknown",2,0,1,"0"
"1601","O-BFS-25-18",2018,"LETE","Kearney Broadfoot South",2018-06-22,2018-07-16,24,"Fledged",2,2,0,"0"
"1602","O-BFS-25-19",2019,"LETE","Kearney Broadfoot South",2019-06-06,2019-06-17,11,NA,NA,0,NA,"0"
"1603","O-BFS-25-20",2020,"LETE","Kearney Broadfoot South",2020-06-10,2020-07-13,33,"Failed-Unknown",2,0,1,"0"
"1604","O-BFS-25-21",2021,"PIPL","Kearney Broadfoot South",2021-06-18,2021-07-07,19,"Failed-Predation",3,0,1,"0"
"1605","O-BFS-25-22",2022,"PIPL","Kearney Broadfoot South",2022-07-01,2022-08-11,41,"Failed-Unknown",3,0,1,"0"
"1606","O-BFS-25-23",2023,"LETE","Kearney Broadfoot South",2023-07-07,2023-07-21,14,"Failed-Unknown",2,0,1,"0"
"1607","O-BFS-25-24",2024,"LETE","Kearney Broadfoot South",2024-06-27,2024-07-03,6,NA,NA,0,NA,"0"
"1608","O-BFS-26-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-08-03,39,"Fledged",2,2,0,"0"
"1609","O-BFS-26-16",2016,"LETE","Kearney Broadfoot South",2016-06-28,2016-07-26,28,"Fledged",2,2,0,"0"
"1610","O-BFS-26-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-06-26,10,NA,NA,0,NA,"0"
"1611","O-BFS-26-18",2018,"LETE","Kearney Broadfoot South",2018-06-18,2018-07-12,24,"Failed-Unknown",1,0,1,"0"
"1612","O-BFS-26-19",2019,"LETE","Kearney Broadfoot South",2019-06-06,2019-06-17,11,NA,NA,0,NA,"0"
"1613","O-BFS-26-20",2020,"LETE","Kearney Broadfoot South",2020-06-10,2020-07-07,27,NA,NA,0,NA,"0"
"1614","O-BFS-26-21",2021,"LETE","Kearney Broadfoot South",2021-06-18,2021-06-24,6,NA,NA,0,NA,"0"
"1615","O-BFS-26-22",2022,"LETE","Kearney Broadfoot South",2022-07-11,2022-08-19,39,"Fledged",2,2,0,"0"
"1616","O-BFS-26-23",2023,"LETE","Kearney Broadfoot South",2023-07-11,2023-07-14,3,"Failed-Unknown",2,0,1,"0"
"1617","O-BFS-26-24",2024,"PIPL","Kearney Broadfoot South",2024-06-06,2024-07-03,27,"Failed-Predation",3,0,1,"0"
"1618","O-BFS-27-15",2015,"LETE","Kearney Broadfoot South",2015-06-25,2015-07-13,18,"Unknown Outcome",2,0,1,"0"
"1619","O-BFS-27-16",2016,"LETE","Kearney Broadfoot South",2016-07-01,2016-07-26,25,"Fledged",2,2,0,"0"
"1620","O-BFS-27-17",2017,"LETE","Kearney Broadfoot South",2017-06-16,2017-07-20,34,"Unknown Outcome",NA,0,NA,"0"
"1621","O-BFS-27-18",2018,"PIPL","Kearney Broadfoot South",2018-06-26,2018-08-23,58,"Failed-Unknown",1,0,1,"0"
"1622","O-BFS-27-19",2019,"LETE","Kearney Broadfoot South",2019-06-06,2019-06-17,11,NA,NA,0,NA,"0"
"1623","O-BFS-27-20",2020,"LETE","Kearney Broadfoot South",2020-06-10,2020-06-23,13,NA,NA,0,NA,"0"
"1624","O-BFS-27-21",2021,"PIPL","Kearney Broadfoot South",2021-06-14,2021-07-12,28,"Failed-Weather",3,0,1,"0"
"1625","O-BFS-27-22",2022,"LETE","Kearney Broadfoot South",2022-07-07,2022-08-19,43,"Fledged",3,3,0,"0"
"1626","O-BFS-27-24",2024,"LETE","Kearney Broadfoot South",2024-07-01,2024-07-03,2,NA,NA,0,NA,"0"
"1627","O-BFS-28-16",2016,"LETE","Kearney Broadfoot South",2016-06-28,2016-08-01,34,"Unknown Outcome",2,0,1,"0"
"1628","O-BFS-28-17",2017,"LETE","Kearney Broadfoot South",2017-06-23,2017-07-31,38,"Unknown Outcome",2,0,1,"0"
"1629","O-BFS-28-18",2018,"LETE","Kearney Broadfoot South",2018-06-26,2018-07-09,13,NA,NA,0,NA,"0"
"1630","O-BFS-28-19",2019,"LETE","Kearney Broadfoot South",2019-06-06,2019-07-15,39,"Fledged",2,3,-0.5,"0"
"1631","O-BFS-28-20",2020,"LETE","Kearney Broadfoot South",2020-06-10,2020-06-25,15,NA,NA,0,NA,"0"
"1632","O-BFS-28-21",2021,"PIPL","Kearney Broadfoot South",2021-06-24,2021-07-12,18,NA,NA,0,NA,"0"
"1633","O-BFS-28-24",2024,"PIPL","Kearney Broadfoot South",2024-07-08,2024-07-29,21,NA,NA,0,NA,"0"
"1634","O-BFS-29-16",2016,"LETE","Kearney Broadfoot South",2016-06-24,2016-07-12,18,"Unknown Outcome",NA,0,NA,"0"
"1635","O-BFS-29-17",2017,"PIPL","Kearney Broadfoot South",2017-06-23,2017-07-13,20,NA,NA,0,NA,"0"
"1636","O-BFS-29-18",2018,"LETE","Kearney Broadfoot South",2018-06-29,2018-07-16,17,NA,NA,0,NA,"0"
"1637","O-BFS-29-19",2019,"LETE","Kearney Broadfoot South",2019-06-10,2019-07-19,39,NA,NA,0,NA,"0"
"1638","O-BFS-29-21",2021,"LETE","Kearney Broadfoot South",2021-06-24,2021-07-30,36,"Failed-Unknown",3,0,1,"0"
"1639","O-BFS-29-24",2024,"LETE","Kearney Broadfoot South",2024-07-01,2024-07-22,21,NA,NA,0,NA,"0"
"1640","O-BFS-30-16",2016,"LETE","Kearney Broadfoot South",2016-06-24,2016-07-26,32,"Unknown Outcome",2,0,1,"0"
"1641","O-BFS-30-17",2017,"LETE","Kearney Broadfoot South",2017-06-29,2017-07-06,7,NA,NA,0,NA,"0"
"1642","O-BFS-30-18",2018,"PIPL","Kearney Broadfoot South",2018-07-02,2018-08-23,52,"Failed-Unknown",1,0,1,"0"
"1643","O-BFS-30-19",2019,"LETE","Kearney Broadfoot South",2019-06-10,2019-06-21,11,NA,NA,0,NA,"0"
"1644","O-BFS-30-20",2020,"LETE","Kearney Broadfoot South",2020-06-15,2020-06-23,8,NA,NA,0,NA,"0"
"1645","O-BFS-30-21",2021,"PIPL","Kearney Broadfoot South",2021-06-28,2021-07-06,8,NA,NA,0,NA,"0"
"1646","O-BFS-30-24",2024,"LETE","Kearney Broadfoot South",2024-07-03,2024-08-12,40,"Fledged",2,1,0.5,"0"
"1647","O-BFS-31-16",2016,"LETE","Kearney Broadfoot South",2016-07-01,2016-07-08,7,NA,NA,0,NA,"0"
"1648","O-BFS-31-17",2017,"LETE","Kearney Broadfoot South",2017-07-06,2017-08-04,29,"Failed-Unknown",1,0,1,"0"
"1649","O-BFS-31-18",2018,"LETE","Kearney Broadfoot South",2018-06-26,2018-07-16,20,"Fledged",3,3,0,"0"
"1650","O-BFS-31-19",2019,"PIPL","Kearney Broadfoot South",2019-06-14,2019-06-24,10,NA,NA,0,NA,"0"
"1651","O-BFS-31-20",2020,"LETE","Kearney Broadfoot South",2020-06-15,2020-06-25,10,NA,NA,0,NA,"0"
"1652","O-BFS-31-21",2021,"LETE","Kearney Broadfoot South",2021-06-28,2021-07-16,18,NA,NA,0,NA,"0"
"1653","O-BFS-32-17",2017,"LETE","Kearney Broadfoot South",2017-07-10,2017-08-04,25,"Failed-Unknown",2,0,1,"0"
"1654","O-BFS-32-18",2018,"LETE","Kearney Broadfoot South",2018-07-05,2018-08-07,33,"Failed-Unknown",1,0,1,"0"
"1655","O-BFS-32-19",2019,"PIPL","Kearney Broadfoot South",2019-06-14,2019-07-08,24,NA,NA,0,NA,"0"
"1656","O-BFS-32-20",2020,"LETE","Kearney Broadfoot South",2020-06-19,2020-08-03,45,"Fledged",1,2,-1,"0"
"1657","O-BFS-32-21",2021,"LETE","Kearney Broadfoot South",2021-07-06,2021-07-12,6,NA,NA,0,NA,"0"
"1658","O-BFS-33-15",2015,"LETE","Kearney Broadfoot South",2015-06-22,2015-07-02,10,NA,NA,0,NA,"0"
"1659","O-BFS-33-17",2017,"LETE","Kearney Broadfoot South",2017-07-10,2017-07-17,7,NA,NA,0,NA,"0"
"1660","O-BFS-33-18",2018,"LETE","Kearney Broadfoot South",2018-07-05,2018-08-23,49,"Fledged",2,1,0.5,"0"
"1661","O-BFS-33-19",2019,"LETE","Kearney Broadfoot South",2019-06-21,2019-08-09,49,"Fledged",2,2,0,"0"
"1662","O-BFS-33-20",2020,"LETE","Kearney Broadfoot South",2020-06-25,2020-08-07,43,"Fledged",1,1,0,"0"
"1663","O-BFS-33-21",2021,"PIPL","Kearney Broadfoot South",2021-07-06,2021-07-12,6,NA,NA,0,NA,"0"
"1664","O-BFS-34-15",2015,"PIPL","Kearney Broadfoot South",2015-06-22,2015-07-17,25,"Unknown Outcome",NA,0,NA,"0"
"1665","O-BFS-34-17",2017,"LETE","Kearney Broadfoot South",2017-07-10,2017-07-17,7,NA,NA,0,NA,"0"
"1666","O-BFS-34-18",2018,"LETE","Kearney Broadfoot South",2018-07-09,2018-08-21,43,"Fledged",1,1,0,"0"
"1667","O-BFS-34-19",2019,"LETE","Kearney Broadfoot South",2019-06-21,2019-07-19,28,"Unknown Outcome",NA,0,NA,"0"
"1668","O-BFS-34-20",2020,"PIPL","Kearney Broadfoot South",2020-06-25,2020-07-24,29,"Failed-Unknown",2,0,1,"0"
"1669","O-BFS-35-17",2017,"LETE","Kearney Broadfoot South",2017-07-13,2017-07-31,18,NA,NA,0,NA,"0"
"1670","O-BFS-35-18",2018,"LETE","Kearney Broadfoot South",2018-07-23,2018-08-07,15,NA,NA,0,NA,"0"
"1671","O-BFS-35-19",2019,"LETE","Kearney Broadfoot South",2019-06-24,2019-07-08,14,NA,NA,0,NA,"0"
"1672","O-BFS-35-20",2020,"PIPL","Kearney Broadfoot South",2020-07-02,2020-07-24,22,NA,NA,0,NA,"0"
"1673","O-BFS-36-15",2015,"PIPL","Kearney Broadfoot South",2015-06-25,2015-08-06,42,"Unknown Outcome",3,0,1,"0"
"1674","O-BFS-36-17",2017,"LETE","Kearney Broadfoot South",2017-07-13,2017-07-31,18,NA,NA,0,NA,"0"
"1675","O-BFS-36-19",2019,"PIPL","Kearney Broadfoot South",2019-07-03,2019-07-15,12,NA,NA,0,NA,"0"
"1676","O-BFS-36-20",2020,"LETE","Kearney Broadfoot South",2020-07-07,2020-08-19,43,"Fledged",2,1,0.5,"0"
"1677","O-BFS-37-15",2015,"PIPL","Kearney Broadfoot South",2015-07-13,2015-07-28,15,NA,NA,0,NA,"0"
"1678","O-BFS-37-17",2017,"LETE","Kearney Broadfoot South",2017-07-13,2017-07-31,18,NA,NA,0,NA,"0"
"1679","O-BFS-37-19",2019,"LETE","Kearney Broadfoot South",2019-06-10,2019-06-27,17,NA,NA,0,NA,"0"
"1680","O-BFS-37-20",2020,"LETE","Kearney Broadfoot South",2020-07-07,2020-08-19,43,"Fledged",1,1,0,"0"
"1681","O-BFS-38-15",2015,"LETE","Kearney Broadfoot South",2015-07-17,2015-08-03,17,NA,NA,0,NA,"0"
"1682","O-BFS-38-17",2017,"LETE","Kearney Broadfoot South",2017-07-17,2017-08-04,18,"Unknown Outcome",NA,0,NA,"0"
"1683","O-BFS-38-19",2019,"LETE","Kearney Broadfoot South",2019-07-08,2019-07-29,21,NA,NA,0,NA,"0"
"1684","O-BFS-38-20",2020,"LETE","Kearney Broadfoot South",2020-07-10,2020-08-19,40,"Fledged",1,1,0,"0"
"1685","O-BFS-39-17",2017,"LETE","Kearney Broadfoot South",2017-07-17,2017-08-04,18,"Failed-Unknown",1,0,1,"0"
"1686","O-BFS-39-19",2019,"LETE","Kearney Broadfoot South",2019-07-08,2019-07-19,11,NA,NA,0,NA,"0"
"1687","O-BFS-39-20",2020,"LETE","Kearney Broadfoot South",2020-07-13,2020-08-28,46,"Fledged",2,2,0,"0"
"1688","O-BFS-40-15",2015,"LETE","Kearney Broadfoot South",2015-08-03,2015-08-28,25,"Fledged",1,1,0,"0"
"1689","O-BFS-40-17",2017,"LETE","Kearney Broadfoot South",2017-07-17,2017-07-20,3,NA,NA,0,NA,"0"
"1690","O-BFS-40-19",2019,"LETE","Kearney Broadfoot South",2019-07-08,2019-07-29,21,NA,NA,0,NA,"0"
"1691","O-BFS-41-17",2017,"LETE","Kearney Broadfoot South",2017-07-20,2017-07-27,7,NA,NA,0,NA,"0"
"1692","O-BFS-41-19",2019,"LETE","Kearney Broadfoot South",2019-07-12,2019-07-29,17,NA,NA,0,NA,"0"
"1693","O-BFS-42-19",2019,"LETE","Kearney Broadfoot South",2019-07-08,2019-07-29,21,NA,NA,0,NA,"0"
"1694","O-BFS-43-19",2019,"LETE","Kearney Broadfoot South",2019-07-08,2019-08-06,29,"Failed-Unknown",1,0,1,"0"
"1695","O-BH-01-12",2012,"PIPL","Blue Hole",2012-05-04,2012-06-26,53,"Fledged",2,2,0,"0"
"1696","O-BH-01-13",2013,"PIPL","Blue Hole",2013-05-14,2013-07-08,55,"Fledged",4,2,0.5,"0"
"1697","O-BH-01-14",2014,"PIPL","Blue Hole",2014-05-01,2014-06-24,54,"Fledged",4,2,0.5,"0"
"1698","O-BH-01-15",2015,"PIPL","Blue Hole",2015-05-05,2015-06-26,52,"Fledged",4,3,0.25,"0"
"1699","O-BH-01-16",2016,"PIPL","Blue Hole",2016-05-08,2016-06-20,43,"Fledged",4,4,0,"0"
"1700","O-BH-01-17",2017,"PIPL","Blue Hole",2017-05-15,2017-06-30,46,"Fledged",2,2,0,"0"
"1701","O-BH-01-18",2018,"PIPL","Blue Hole",2018-05-07,2018-05-12,5,NA,NA,0,NA,"0"
"1702","O-BH-01-19",2019,"PIPL","Blue Hole",2019-05-10,2019-06-10,31,"Unknown Outcome",NA,0,NA,"0"
"1703","O-BH-01-20",2020,"PIPL","Blue Hole",2020-05-14,2020-06-06,23,NA,NA,0,NA,"0"
"1704","O-BH-01-21",2021,"PIPL","Blue Hole",2021-05-10,2021-06-07,28,"Failed-Unknown",1,0,1,"0"
"1705","O-BH-01-22",2022,"PIPL","Blue Hole",2022-05-16,2022-05-23,7,NA,NA,0,NA,"0"
"1706","O-BH-01-23",2023,"PIPL","Blue Hole",2023-05-05,2023-05-15,10,NA,NA,0,NA,"0"
"1707","O-BH-01-24",2024,"PIPL","Blue Hole",2024-05-06,2024-06-14,39,"Failed-Unknown",3,0,1,"0"
"1708","O-BH-02-12",2012,"PIPL","Blue Hole",2012-05-04,2012-06-21,48,"Fledged",1,1,0,"0"
"1709","O-BH-02-13",2013,"PIPL","Blue Hole",2013-05-18,2013-07-08,51,"Fledged",3,1,0.666666666666667,"0"
"1710","O-BH-02-14",2014,"PIPL","Blue Hole",2014-05-05,2014-05-17,12,NA,NA,0,NA,"0"
